QualityArea,OverallQual,GarageCars,BsmtQual,KitchenQual,MSSubClass,TotalBath,Fireplaces,ExterQual,LotArea,HouseAge,BsmtExposure,OverallCond,RemodAge,TotalSF,ScreenPorch,Functional,MasVnrArea,WoodDeckSF,TotRmsAbvGrd,BsmtFinType1,BsmtFullBath,HeatingQC,1stFlrSF,GarageType,LotShape,RoofStyle,LotFrontage,SaleCondition,BsmtFinSF1,HouseStyle,BldgType,KitchenAbvGr,Neighborhood,Exterior1st,YearBuilt
56420,10,2,0,0,60,4.5,3,0,63887,0,1,5,0,11752,0,6,796.0,214,12,2,2,0,4692,1,2,3,313.0,5,5644,5,0,1,7,11,2008
6720,5,1,3,3,20,2.0,1,3,9503,49,3,5,24,2368,0,2,0.0,316,6,0,1,4,1344,5,3,3,74.5,4,457,2,0,1,12,6,1958
15480,8,2,2,3,60,3.5,0,2,8004,0,3,5,0,2767,0,6,110.0,0,8,2,1,0,832,3,0,1,75.0,5,544,5,0,1,21,12,2009
5880,4,1,3,3,50,2.0,0,3,8172,54,3,6,36,2411,156,6,0.0,0,7,5,0,0,997,5,3,1,60.0,4,0,0,0,1,7,8,1954
15092,7,2,3,3,20,2.0,1,3,20781,38,3,7,3,3724,0,6,0.0,0,9,1,0,4,2156,1,1,3,80.0,4,297,2,0,1,14,3,1968
8640,5,2,3,3,90,3.0,0,3,9100,43,3,5,43,3456,0,6,336.0,0,10,4,1,4,1728,5,3,1,70.0,0,1332,2,2,2,19,6,1963
12376,7,2,2,2,60,2.5,0,2,9803,3,3,5,3,2634,0,6,0.0,0,7,2,0,2,866,1,3,1,75.0,4,400,5,0,1,21,12,2005
5240,5,1,3,3,20,2.0,0,3,10152,51,3,5,51,2096,192,6,120.0,0,6,1,1,4,1048,1,3,3,72.0,4,586,2,0,1,12,8,1956
12096,7,2,2,2,60,2.5,0,2,9313,5,3,5,5,2592,0,6,0.0,187,7,5,0,0,864,1,0,1,65.0,4,0,5,0,1,5,12,2004
18864,8,0,3,3,70,2.0,0,3,5250,136,3,5,21,2837,0,6,0.0,0,8,3,0,1,938,1,3,1,50.0,4,259,5,0,1,17,8,1872
8022,7,2,0,2,80,3.0,1,2,9590,4,0,5,4,2014,0,6,442.0,160,6,2,1,0,1146,1,0,1,73.0,4,786,7,0,1,23,12,2003
12808,8,2,2,2,20,3.0,1,2,11423,9,0,5,8,3182,0,6,479.0,180,6,2,1,0,1601,1,3,1,70.0,4,1358,2,0,1,5,12,2001
9600,5,2,3,2,50,3.0,1,2,13650,48,3,5,48,2972,0,6,0.0,0,8,0,1,0,1252,1,3,1,70.5,4,57,0,0,1,19,8,1958
5452,4,2,1,3,70,1.0,0,3,7740,100,3,7,60,1985,168,6,0.0,0,6,5,0,2,741,5,3,1,60.0,4,0,5,0,1,17,12,1910
5740,5,1,0,3,20,1.5,0,3,6420,54,2,7,54,2128,0,6,0.0,0,6,3,0,1,1148,5,0,1,57.0,4,210,2,0,1,7,13,1952
9058,7,2,2,2,20,2.0,1,2,6762,0,0,5,0,2580,0,6,0.0,168,6,5,0,0,1294,1,3,1,64.0,5,0,2,0,1,5,12,2006
6240,5,1,3,3,50,1.0,0,3,9439,77,3,5,57,2160,0,6,0.0,0,6,3,0,2,912,5,3,1,52.0,4,324,0,0,1,17,13,1930
11352,8,2,2,2,80,3.5,1,2,7750,7,3,5,7,1827,0,6,0.0,120,7,2,1,0,779,3,3,3,65.0,4,353,7,0,1,8,12,2002
8640,6,2,2,2,20,2.0,1,2,12546,26,3,7,26,2880,0,6,310.0,0,7,1,0,0,1440,1,0,1,80.0,4,678,2,0,1,14,8,1981
5700,5,0,2,3,20,1.0,0,3,17217,0,3,5,0,2280,0,6,0.0,36,6,5,0,0,1140,1,3,1,90.0,0,0,2,0,1,11,12,2006
14630,7,2,2,3,60,3.5,2,3,10382,36,2,6,36,3197,0,6,240.0,235,7,0,1,0,1107,1,0,1,80.0,4,859,5,0,1,14,6,1973
11480,7,2,2,2,60,2.5,0,2,7226,5,3,5,5,2438,0,6,0.0,0,6,5,0,0,798,1,0,1,72.0,4,0,5,0,1,5,12,2003
10074,6,2,2,2,20,3.0,1,3,8125,14,3,5,10,3087,0,6,258.0,224,7,2,1,0,1679,1,3,1,65.0,4,1138,2,0,1,20,6,1994
7308,6,2,3,3,50,1.5,1,3,6000,66,3,6,57,1953,0,6,0.0,0,6,0,0,0,869,5,3,1,60.0,4,375,0,0,1,3,13,1941
5710,5,2,2,3,120,2.5,1,3,4224,31,3,5,31,2284,0,6,0.0,536,6,0,1,4,1142,1,3,1,44.0,4,874,2,4,1,10,5,1976
5550,5,2,2,2,85,2.0,1,3,9101,31,0,6,31,2207,0,6,104.0,303,4,2,1,0,1110,1,0,1,71.0,4,1097,6,0,1,11,9,1978
5820,5,1,3,3,190,2.0,0,3,10880,58,3,5,58,2328,0,6,0.0,0,5,0,1,4,1164,5,3,1,68.0,4,1040,2,1,1,7,8,1950
5960,5,1,3,3,70,1.0,0,3,6402,89,2,5,59,1788,0,6,0.0,0,6,5,0,4,596,5,3,1,60.0,4,0,5,0,1,9,13,1920
9954,7,2,2,2,20,2.0,0,2,8500,3,0,5,3,2844,0,6,106.0,192,7,5,0,0,1422,1,3,1,63.0,4,0,2,0,1,5,12,2004
4470,5,2,3,2,20,2.0,0,3,9764,41,3,7,5,1788,0,6,0.0,0,5,1,1,0,894,1,0,1,57.0,4,702,2,0,1,19,12,1967
15624,8,3,2,2,60,2.5,1,2,10574,4,2,5,3,3035,0,6,0.0,160,9,5,0,0,1082,1,3,1,85.0,4,0,5,0,1,21,12,2005
12544,7,2,2,2,60,2.5,1,2,12435,7,3,5,7,2755,0,6,172.0,0,7,2,0,0,963,1,3,1,80.0,4,361,5,0,1,5,12,2001
3696,4,1,2,1,190,2.0,0,3,12180,69,3,4,60,1596,0,6,0.0,0,5,1,1,1,672,5,3,1,60.0,4,348,0,1,1,7,8,1941
4512,6,1,2,3,120,2.0,0,3,7175,26,3,5,26,1496,90,6,0.0,353,4,0,1,4,752,1,3,1,50.0,4,623,2,4,1,20,9,1984
12180,7,1,3,3,70,1.5,2,3,13125,67,3,6,23,2540,0,6,0.0,0,6,1,0,4,960,1,3,1,75.0,4,410,5,0,1,6,13,1940
9558,6,2,2,3,60,2.5,1,3,9636,17,3,5,16,2401,0,6,0.0,342,7,5,0,2,808,3,0,1,65.0,4,0,5,0,1,8,12,1992
6925,5,2,3,3,50,2.0,0,3,8520,58,3,4,58,2295,0,6,0.0,0,6,4,0,1,910,5,3,1,71.0,4,507,0,0,1,12,3,1952
8862,7,2,2,2,20,2.0,1,2,7500,1,3,5,1,2523,0,6,0.0,38,6,5,0,0,1266,1,3,1,62.0,4,0,2,0,1,21,12,2005
14147,7,2,0,2,60,2.5,1,2,23257,0,3,5,0,2889,0,6,0.0,0,9,5,0,0,887,3,2,1,168.0,5,0,5,0,1,8,12,2006
8004,6,2,2,3,20,2.5,1,3,9650,32,3,5,32,2684,0,6,360.0,0,6,0,0,4,1334,1,3,1,80.0,4,686,2,0,1,14,9,1977
8764,7,2,2,2,160,3.5,0,2,2160,9,3,5,8,1852,0,6,212.0,0,4,1,1,0,624,5,3,1,24.0,4,510,5,3,1,21,8,1999
15156,6,1,3,2,50,2.0,1,3,8520,91,3,7,57,3240,0,6,0.0,88,10,4,0,4,1664,5,3,1,60.0,3,168,0,0,1,17,11,1916
24020,10,3,0,0,20,3.0,2,0,15431,1,1,5,1,5496,170,6,200.0,0,10,2,1,0,2402,1,3,3,105.0,4,1767,2,0,1,16,12,2008
8172,6,2,1,3,70,2.0,0,3,6155,88,2,8,9,1973,0,6,0.0,0,6,5,0,0,751,5,0,1,60.0,4,0,5,0,1,3,13,1920
36270,10,3,0,2,60,4.5,1,2,35760,11,1,5,10,5557,0,6,1378.0,361,10,2,1,0,1831,1,0,3,118.0,4,1387,5,0,1,15,6,1995
17640,7,3,2,2,60,2.5,1,2,9950,12,3,5,12,3723,0,6,290.0,224,9,2,0,0,1214,1,0,1,82.0,0,565,5,0,1,15,12,1995
2832,3,2,3,1,20,1.0,0,3,10206,57,3,3,57,944,0,2,0.0,0,4,5,0,1,944,5,3,0,74.0,4,0,2,0,1,7,2,1952
4560,5,1,3,3,20,1.0,1,3,8521,43,3,5,43,1824,0,6,0.0,0,5,0,0,4,912,5,3,1,70.0,4,842,2,0,1,19,6,1967
10871,7,2,2,2,60,2.5,0,2,8125,1,3,5,0,2309,0,6,0.0,0,6,5,0,0,756,1,3,1,65.0,5,0,5,0,1,21,12,2005
3792,4,1,3,3,20,1.0,0,3,10215,53,3,5,53,1812,0,6,132.0,0,5,0,0,0,948,1,3,3,75.0,4,492,2,0,1,7,13,1954
12964,7,2,2,2,60,3.5,1,3,8640,0,3,5,0,2752,0,6,0.0,168,7,2,1,0,932,1,3,1,72.0,5,822,5,0,1,21,12,2009
6150,5,2,3,3,50,1.5,0,3,10440,99,3,6,28,1670,0,6,0.0,74,5,5,0,2,682,5,3,1,60.0,4,0,5,0,1,17,13,1910
7560,7,0,2,2,20,2.0,0,3,7500,4,3,5,3,2160,0,6,120.0,0,6,2,1,0,1080,1,3,1,63.0,4,680,2,0,1,20,12,2004
6250,5,1,3,1,50,2.0,0,3,8248,88,3,7,56,1936,0,6,0.0,207,7,5,0,2,686,5,3,1,45.0,4,0,0,0,1,7,11,1918
9666,6,2,3,3,60,2.5,0,3,9760,44,1,6,44,2391,189,6,360.0,328,7,2,1,4,798,1,3,1,80.0,4,674,5,0,1,12,6,1964
13643,7,2,2,2,60,3.5,1,2,9938,17,3,5,16,2999,0,6,246.0,156,8,2,1,0,1062,1,3,1,80.0,4,750,5,0,1,20,8,1993
8214,6,1,3,3,70,3.0,0,3,6629,84,3,6,59,2041,0,6,0.0,147,6,1,1,4,697,5,3,2,54.0,4,551,5,0,1,7,13,1925
10374,7,2,2,2,80,2.5,1,3,9125,15,3,5,15,1866,0,6,170.0,100,7,5,0,2,812,1,0,1,65.0,4,0,7,0,1,8,6,1992
5240,5,1,3,3,45,1.0,1,3,6380,84,3,6,56,2041,0,6,0.0,0,5,5,0,4,1048,5,3,1,58.0,4,0,1,0,1,3,8,1922
9604,7,2,0,2,20,2.0,0,2,8640,1,3,5,0,2744,0,6,0.0,0,6,5,0,0,1372,1,3,1,72.0,5,0,2,0,1,21,12,2007
10368,8,2,0,2,20,3.0,0,2,6853,8,3,5,7,2563,0,6,136.0,192,6,2,1,0,1296,1,0,1,85.0,4,1005,2,0,1,23,12,2001
4950,5,1,2,3,20,1.0,0,3,8775,13,3,5,13,1980,0,6,0.0,0,5,2,0,2,990,1,3,1,65.0,4,495,2,0,1,5,12,1994
8934,6,1,3,3,50,2.0,1,3,9900,69,3,7,59,2267,0,6,0.0,335,7,5,0,4,944,5,3,1,60.0,4,0,0,0,1,18,12,1940
15204,7,3,0,2,60,2.5,1,2,14154,1,3,5,1,3235,0,6,350.0,192,9,5,0,0,1071,1,3,1,109.0,5,0,5,0,1,16,12,2006
8862,7,2,2,2,20,2.0,1,2,3182,1,0,5,1,2532,0,6,16.0,100,6,5,0,0,1266,1,3,1,43.0,4,0,2,0,1,0,12,2007
7308,6,2,2,2,20,2.0,0,2,7862,0,3,5,0,2436,0,6,0.0,0,4,2,0,0,1218,1,0,1,75.0,5,27,2,0,1,21,12,2009
5592,6,1,3,2,20,1.0,1,3,8280,57,3,5,57,1864,0,6,0.0,0,4,5,0,0,932,1,0,1,57.0,4,0,2,0,1,12,3,1950
7932,6,2,3,3,160,3.0,1,3,2308,35,3,5,35,2177,0,6,0.0,260,6,0,0,4,855,1,3,1,24.0,4,257,5,4,1,13,9,1974
9810,6,1,3,2,50,1.0,0,3,5310,96,3,8,3,2120,0,6,0.0,394,5,5,0,2,1001,1,3,3,59.0,4,0,0,0,1,17,12,1910
8868,6,2,3,3,20,3.0,2,3,17600,49,3,5,49,2956,0,6,30.0,0,6,1,1,0,1478,1,0,1,74.5,4,1270,2,0,1,12,13,1960
5920,5,0,3,3,50,1.0,0,3,8410,96,3,3,10,1842,0,6,0.0,0,8,5,0,4,658,1,3,2,58.0,1,0,0,0,1,7,13,1910
11970,7,2,2,2,60,3.5,0,2,8450,5,3,5,5,2566,0,6,196.0,0,8,2,1,0,856,1,3,1,65.0,4,706,5,0,1,5,12,2003
5472,6,2,2,3,85,2.0,1,3,7540,29,0,6,29,1800,192,6,0.0,0,5,2,1,0,912,1,0,1,71.0,4,773,6,0,1,11,12,1978
10630,5,2,3,3,60,3.0,0,3,28698,42,1,5,42,3139,225,3,0.0,486,7,3,0,4,1160,1,1,0,80.0,0,249,5,0,1,4,9,1967
6970,5,2,2,2,80,2.5,0,3,9735,2,3,5,1,1778,0,6,0.0,100,7,5,0,2,754,3,3,1,73.0,4,0,7,0,1,23,12,2006
4850,5,2,3,3,20,2.0,0,3,8480,44,3,6,44,1940,192,6,0.0,0,5,2,1,4,970,5,3,3,80.0,4,630,2,0,1,19,6,1963
6204,6,3,3,3,80,2.0,0,3,12328,34,0,5,34,2046,0,6,335.0,0,6,2,1,4,1034,1,0,1,71.0,4,539,7,0,1,11,6,1976
12040,7,2,2,2,60,2.5,0,2,11645,2,3,5,2,2580,0,6,0.0,0,7,5,0,0,860,1,0,1,89.0,4,0,5,0,1,5,12,2004
6935,5,1,3,2,190,2.0,0,3,6000,55,3,4,55,2198,0,6,0.0,0,7,5,0,4,811,3,3,1,50.0,4,0,0,1,2,17,13,1954
8142,6,1,3,0,80,2.0,1,3,11512,49,0,7,2,2376,163,6,84.0,0,5,0,1,2,1357,2,0,1,124.0,4,719,7,0,1,7,9,1959
6320,5,2,3,3,20,2.0,2,3,9300,50,3,5,50,2532,143,6,324.0,0,6,4,1,4,1264,1,3,1,73.0,4,697,2,0,1,12,8,1960
8904,6,2,2,2,60,2.5,1,2,12589,4,3,5,4,2226,0,6,0.0,36,8,5,0,0,742,1,1,1,149.0,4,0,5,0,1,8,12,2005
12369,7,2,2,2,160,3.0,1,2,5306,19,3,7,19,2831,0,6,0.0,441,5,2,1,2,1064,1,0,1,44.0,4,495,5,4,1,22,6,1987
4878,6,1,3,2,30,1.0,0,3,5684,76,3,8,1,1626,0,6,0.0,0,5,5,0,0,813,5,3,3,70.0,4,0,2,0,1,17,13,1930
4524,6,0,3,3,190,2.0,0,3,6780,71,0,8,24,1040,0,6,0.0,53,5,2,1,2,520,1,3,1,60.0,4,490,0,1,1,9,13,1935
14483,7,2,2,2,20,3.0,1,3,27650,48,1,7,1,2654,0,6,0.0,0,9,2,1,0,2069,1,1,0,313.0,4,425,2,0,1,12,13,1960
9054,6,2,2,2,80,3.0,1,2,10200,20,0,5,19,2970,0,6,219.0,224,5,2,1,0,1509,1,3,1,85.0,0,783,7,0,1,23,6,1988
8886,6,2,2,3,60,2.5,1,3,8125,15,3,5,14,2183,0,6,0.0,0,6,5,0,2,702,1,3,1,65.0,4,0,5,0,1,8,6,1994
3840,4,2,3,3,190,2.0,0,3,9873,36,0,5,36,1920,0,6,160.0,0,6,0,1,4,960,5,3,1,60.0,4,789,2,1,1,3,6,1970
4160,4,2,3,3,20,1.0,0,3,7200,56,3,5,56,1040,0,6,0.0,0,4,5,0,4,1040,5,3,1,60.0,4,0,2,0,1,12,3,1950
4160,4,2,3,3,90,2.0,0,3,7200,60,3,5,59,1040,0,6,0.0,0,6,5,0,1,1040,5,3,1,60.0,4,0,2,2,2,12,3,1949
12614,7,1,1,3,70,1.5,1,3,7588,86,3,6,56,2595,0,6,0.0,0,9,3,0,2,901,5,3,1,54.0,4,352,5,0,1,6,11,1920
20880,8,2,2,0,60,2.5,1,2,9000,0,0,5,0,3794,0,6,0.0,208,11,2,0,0,1184,3,3,1,75.0,5,64,5,0,1,21,5,2007
7330,5,2,3,1,20,1.5,2,3,17755,47,3,4,47,2932,100,6,132.0,0,6,1,0,4,1466,1,3,1,134.0,4,176,2,0,1,7,6,1959
8260,5,1,1,3,50,3.0,0,3,10800,95,3,6,60,2338,0,6,0.0,0,7,3,1,4,966,5,3,1,60.0,4,686,0,0,1,17,8,1915
14679,7,3,2,2,60,3.0,1,2,11228,15,3,5,15,3177,0,6,0.0,196,9,1,0,0,1080,1,1,1,59.0,4,50,5,0,1,20,12,1993
13000,8,2,2,2,120,3.5,1,2,4750,1,1,5,0,3198,153,6,481.0,123,5,2,1,0,1625,1,0,3,44.0,3,1573,2,4,1,6,12,2006
16009,7,2,3,3,50,2.0,1,2,15593,53,3,4,53,3591,0,6,0.0,0,7,1,0,4,1304,1,3,1,81.0,4,603,0,0,1,4,3,1953
25398,9,3,0,0,60,3.5,1,0,13891,1,1,5,0,4556,192,6,424.0,52,12,5,0,0,1734,3,3,3,107.0,5,0,5,0,1,16,12,2008
12324,6,2,2,2,60,3.5,1,2,12224,9,3,5,9,3046,0,6,40.0,24,7,2,1,0,1022,3,0,1,65.0,4,695,5,0,1,8,12,2000
6680,5,1,3,3,190,2.0,2,3,15750,53,2,5,53,2501,0,6,56.0,0,5,1,1,4,1336,1,3,3,90.0,4,841,2,1,1,6,8,1953
3576,4,2,3,3,20,1.0,0,3,9450,53,3,5,53,1788,0,6,0.0,0,5,3,0,0,894,5,3,1,68.0,0,552,2,0,1,7,8,1954
13752,8,2,2,2,120,3.5,2,2,10846,15,1,5,15,3438,0,6,0.0,122,6,2,2,0,1719,1,0,1,32.0,4,1619,2,4,1,24,3,1993
14889,7,2,2,2,60,3.5,2,2,10944,14,3,5,14,3350,0,6,448.0,171,5,2,1,0,1223,1,0,1,81.0,4,1000,5,0,1,15,12,1994
7506,6,1,3,3,20,2.0,2,3,8800,42,3,6,42,2502,0,6,425.0,0,6,1,1,4,1251,1,3,3,80.0,4,553,2,0,1,12,6,1964
4560,5,1,3,3,20,1.5,0,3,7535,49,3,7,22,1824,0,6,0.0,12,5,1,0,1,912,1,0,1,70.0,4,111,2,0,1,12,8,1958
2904,3,0,3,3,50,1.0,0,3,5925,99,3,6,59,1568,0,6,0.0,0,6,5,0,1,600,1,3,1,50.0,0,0,0,0,1,17,12,1910
12803,7,2,2,2,60,3.5,1,2,9548,7,3,6,7,2770,0,6,223.0,192,7,2,1,0,941,1,0,1,44.0,4,483,5,0,1,5,12,2003
9444,6,2,2,3,60,3.5,1,3,18800,30,2,5,30,2370,0,6,120.0,306,6,2,1,4,790,1,0,1,80.0,4,712,5,0,1,14,6,1976
2880,4,0,3,3,30,1.0,0,3,7879,89,3,5,59,1440,0,6,0.0,0,4,4,0,4,720,1,3,1,60.0,0,495,2,0,1,9,13,1920
17820,9,3,0,0,20,3.0,1,2,16737,2,0,5,1,3960,0,6,66.0,194,8,2,1,0,1980,1,3,3,129.0,4,1447,2,0,1,16,12,2004
11347,7,2,2,2,20,3.0,0,2,14145,22,2,7,8,2829,0,6,0.0,108,8,0,1,0,1621,1,3,1,91.0,4,213,2,0,1,14,13,1984
9612,6,2,2,2,20,2.5,1,2,16635,32,3,7,9,3204,0,6,126.0,240,8,0,0,2,1602,1,0,1,80.0,4,1246,2,0,1,14,5,1977
9696,6,1,3,2,40,2.0,0,3,5400,81,2,7,3,2765,0,6,0.0,0,5,3,0,2,1149,5,3,1,40.0,4,370,2,0,1,17,8,1926
8000,5,1,3,3,20,2.0,2,3,16321,49,1,6,9,3084,0,6,0.0,288,6,1,1,4,1600,1,0,1,47.0,4,1277,2,0,1,12,8,1957
12714,6,2,3,3,80,2.5,1,3,10448,37,3,6,37,2808,0,6,333.0,0,7,5,0,4,1378,1,0,1,80.0,0,0,7,0,1,14,6,1972
11963,7,2,2,2,160,2.0,0,2,2522,2,3,5,2,2679,0,0,50.0,0,7,5,0,0,970,5,3,1,24.0,4,0,5,3,1,7,12,2004
14770,7,2,3,0,20,3.5,2,2,11160,42,3,5,42,4220,0,6,0.0,0,8,0,1,0,2110,1,3,3,93.0,4,1065,2,0,1,12,3,1968
2322,3,0,3,2,30,1.0,0,3,4270,76,3,6,1,1318,0,6,0.0,0,6,4,0,0,774,1,3,1,70.0,4,544,2,0,1,7,8,1931
3184,4,0,3,3,30,1.0,0,3,3636,86,3,4,58,1592,0,6,0.0,0,5,5,0,1,796,1,3,1,40.0,4,0,2,0,1,9,0,1922
13656,8,2,2,3,20,2.5,1,2,16669,25,3,6,25,3393,0,6,653.0,574,6,5,0,4,1707,1,0,3,85.0,4,0,2,0,1,23,9,1981
17288,8,3,0,0,60,2.5,1,2,10562,0,3,5,0,3743,0,6,300.0,178,8,2,1,0,1610,1,3,1,86.0,5,1288,5,0,1,16,12,2007
12012,7,2,2,2,60,2.5,1,2,8750,13,3,5,13,2596,0,6,0.0,0,7,5,0,0,909,1,3,1,70.0,4,0,5,0,1,5,12,1996
8172,6,2,3,3,20,2.5,1,3,10197,47,3,5,47,2724,0,6,491.0,0,6,0,1,4,1362,1,0,1,80.0,4,288,2,0,1,12,14,1961
10776,6,2,2,3,60,3.5,0,3,9531,9,2,5,9,2590,0,6,0.0,0,7,2,1,0,882,1,0,1,70.0,4,706,5,0,1,5,12,1998
13216,8,2,0,2,120,3.5,1,0,5587,0,1,5,0,3252,0,6,186.0,162,5,2,1,0,1652,1,0,3,64.0,5,1480,2,4,1,6,5,2008
10374,7,2,3,3,70,1.5,0,3,9000,89,3,9,21,2132,0,6,0.0,0,7,0,0,0,832,5,3,3,50.0,4,624,5,0,1,17,12,1920
5075,5,1,3,3,30,1.0,0,3,6120,81,3,7,56,1783,120,2,0.0,0,6,4,0,4,1015,5,3,1,51.0,0,489,2,0,1,3,8,1925
9468,6,1,3,1,50,2.0,2,3,9490,65,3,7,56,2384,0,6,0.0,0,5,1,1,4,958,1,3,1,79.0,4,403,0,0,1,12,13,1941
5430,5,2,3,3,20,2.0,0,3,10200,56,3,7,7,2172,0,6,104.0,0,6,0,1,2,1086,1,3,1,85.0,4,320,2,0,1,12,13,1954
7308,6,0,3,3,160,1.5,0,3,1680,35,3,5,35,1890,0,6,236.0,201,7,5,0,4,672,1,3,1,21.0,0,0,5,3,1,2,5,1971
4300,5,2,3,3,85,2.0,0,3,8740,27,0,6,27,1700,0,6,0.0,0,4,0,1,4,860,5,0,3,74.0,4,672,6,0,1,19,6,1982
4560,4,0,3,3,50,1.0,0,3,8800,100,3,7,6,1716,0,3,0.0,0,7,5,0,2,792,1,3,1,55.0,4,0,0,0,1,17,13,1910
10514,7,1,2,3,70,1.5,1,3,7200,77,3,6,8,2278,0,6,0.0,0,6,5,0,4,851,1,3,1,60.0,4,0,5,0,1,6,11,1931
6990,6,2,3,3,80,2.5,0,3,9020,42,1,7,42,2292,0,6,183.0,0,6,4,1,4,1165,1,3,1,82.0,4,312,7,0,1,12,6,1966
11760,6,2,2,2,60,3.5,2,2,7851,8,3,5,8,2820,0,6,0.0,288,8,2,1,0,860,3,3,1,65.0,4,625,5,0,1,8,12,2002
14217,7,2,2,2,60,2.5,1,2,11404,10,0,5,9,3184,0,6,202.0,192,8,0,0,0,1153,1,0,1,75.0,4,252,5,0,1,5,12,1998
8352,6,1,2,3,60,1.5,0,3,10900,33,3,7,33,2081,0,6,153.0,0,6,2,0,0,689,1,0,1,70.0,4,378,5,0,1,5,6,1977
10787,7,2,2,2,20,2.0,1,2,12182,5,2,5,5,3082,0,6,226.0,0,7,1,0,0,1541,1,3,1,95.0,5,1201,2,0,1,16,12,2005
6635,5,2,3,2,20,2.0,0,3,7388,48,3,6,5,2390,0,6,0.0,0,7,4,1,2,1327,5,3,1,75.0,4,405,2,0,1,12,8,1959
5296,4,1,3,3,50,1.0,0,3,6000,73,3,6,59,1996,0,6,0.0,0,6,1,0,4,757,5,3,1,50.0,4,672,0,0,1,3,8,1936
9312,6,2,2,3,60,3.5,1,3,11475,31,3,6,31,2265,0,6,0.0,209,6,0,1,4,811,1,3,1,85.0,4,550,5,0,1,14,12,1975
22480,8,2,0,2,60,2.5,1,2,9572,17,3,5,17,4263,0,6,336.0,500,9,2,0,0,1453,1,0,1,90.5,4,482,5,0,1,15,13,1990
36080,10,3,3,0,75,2.5,2,2,22950,114,2,9,13,4143,410,6,0.0,0,12,5,0,0,1518,5,1,1,90.0,4,0,3,0,1,17,13,1892
6640,5,1,3,3,20,2.0,2,3,16905,48,1,6,48,2678,0,6,0.0,0,5,1,0,2,1328,1,3,1,115.0,4,967,2,0,1,23,12,1959
17633,7,2,2,2,60,3.5,2,2,26178,17,1,5,16,3729,0,6,293.0,320,9,2,1,0,1238,1,0,3,42.0,4,965,5,0,1,23,8,1989
7585,5,0,3,1,50,2.0,0,3,8500,88,3,7,2,2310,0,6,0.0,0,7,5,0,4,997,1,3,1,85.0,4,0,0,0,1,9,5,1919
5285,5,1,3,2,20,2.0,0,3,7922,57,3,7,3,2114,0,6,0.0,0,5,2,1,4,1057,5,3,1,68.0,0,731,2,0,1,12,12,1953
17056,8,2,2,2,50,2.5,1,2,12327,26,1,8,0,3628,0,3,0.0,349,5,2,1,0,1496,3,0,1,79.0,4,1441,0,0,1,20,13,1983
13032,8,3,2,2,20,3.0,1,2,14536,5,0,5,4,3245,0,6,236.0,0,9,2,1,0,1629,1,3,3,85.0,4,1300,2,0,1,23,12,2002
5940,5,2,3,3,20,2.0,0,3,12160,51,3,5,51,2376,0,6,180.0,0,6,4,1,1,1188,1,0,3,74.5,0,1000,2,0,1,12,9,1959
11712,8,3,2,2,20,3.0,0,2,15256,0,1,5,0,2949,0,6,84.0,168,6,2,1,0,1464,1,0,1,49.0,4,929,2,0,1,21,12,2007
7296,6,2,0,3,120,3.0,0,3,4500,8,3,5,8,2432,0,6,116.0,0,5,2,1,0,1216,1,3,3,32.0,4,897,2,3,1,11,12,1998
13072,8,3,2,2,20,2.0,1,2,11428,1,3,5,1,3260,0,6,248.0,0,7,5,0,0,1634,1,0,1,98.0,4,0,2,0,1,16,12,2006
4620,5,2,3,3,50,1.0,1,3,8064,58,2,7,1,1596,0,6,0.0,0,6,5,0,0,672,5,3,1,60.0,4,0,0,0,1,12,8,1949
5300,5,1,3,2,20,2.0,1,3,8246,42,2,8,9,2120,0,6,0.0,406,6,4,1,0,1060,1,0,1,70.5,4,188,2,0,1,19,9,1968
9288,6,2,2,2,160,3.5,1,3,2308,31,3,6,31,2352,0,6,0.0,48,7,0,1,4,804,5,3,1,24.0,4,556,5,4,1,13,9,1976
876,2,1,3,1,30,1.0,0,3,8400,89,3,5,59,728,0,6,0.0,0,3,4,0,4,438,5,3,1,60.0,4,290,2,0,1,18,13,1920
2988,4,1,3,3,30,1.0,0,3,4608,65,3,6,60,1494,0,6,0.0,0,4,5,0,4,747,1,3,1,47.0,4,0,2,0,1,17,8,1945
4460,5,1,3,3,20,1.0,0,3,7150,42,3,5,42,1784,0,6,60.0,0,5,1,0,4,892,1,3,1,65.0,4,432,2,0,1,12,6,1967
5950,5,2,3,3,90,2.0,0,3,7728,44,0,6,44,2296,0,6,120.0,0,6,0,1,4,1190,1,3,3,70.0,4,803,7,2,1,12,13,1962
8364,6,2,2,3,20,2.5,2,3,9500,46,3,5,46,2788,185,6,247.0,0,6,1,1,2,1394,1,0,1,74.5,4,609,2,0,1,12,9,1963
9800,5,2,3,3,90,2.0,0,3,7596,57,3,5,57,2920,0,6,360.0,0,10,5,0,2,960,5,3,3,60.0,4,0,5,2,2,17,13,1952
5088,6,2,2,2,120,2.0,0,2,4435,4,0,5,4,1696,0,6,170.0,140,3,2,1,0,848,1,3,1,36.0,4,659,2,4,1,5,12,2003
9373,7,2,2,3,20,3.0,1,3,8049,16,3,5,16,2648,90,6,54.0,0,6,0,1,4,1339,1,0,3,50.0,4,1053,2,0,1,23,6,1990
4704,6,2,1,3,45,1.0,0,3,9000,81,3,3,59,1568,0,6,0.0,0,5,5,0,4,784,5,3,1,60.0,4,0,1,0,1,20,13,1928
