QualityArea,OverallQual,GarageCars,KitchenQual,BsmtQual,MSSubClass,TotalBath,ExterQual,Fireplaces,BsmtExposure,LotArea,HouseAge,OverallCond,TotalSF,MasVnrArea,TotRmsAbvGrd,RemodAge,ScreenPorch,Functional,WoodDeckSF,BsmtFinType1,BsmtFullBath,RoofStyle,GarageFinish,LotFrontage,1stFlrSF,LotShape,BldgType,HeatingQC,HouseStyle,FireplaceQu,BsmtCond,SaleCondition,GarageType,KitchenAbvGr,BsmtFinSF1,Neighborhood,Exterior1st,3SsnPorch,PoolArea
14091,7,2,3,2,60,3.5,2,1,0,9920,11,5,3130,0.0,8,10,0,6,180,2,1,1,3,92.0,1127,0,0,0,5,5,4,4,1,1,862,15,8,0,0
12504,8,3,2,2,20,2.0,3,1,3,10206,1,5,3126,468.0,6,1,0,6,144,2,0,1,2,78.0,1563,3,0,0,2,2,4,4,1,1,33,21,12,0,0
6652,4,2,2,2,20,2.0,3,2,1,53227,54,6,3027,0.0,6,14,0,2,224,1,1,0,0,80.0,1663,0,0,0,2,2,4,4,1,1,1116,4,9,0,0
4768,4,0,3,4,50,1.5,3,0,3,10800,57,4,1912,0.0,6,56,0,6,0,6,0,1,1,60.0,720,3,0,4,0,3,4,0,6,1,0,12,0,0,0
7096,4,3,3,4,70,3.0,3,0,3,9600,106,2,2869,0.0,8,56,0,3,0,6,1,1,3,60.0,1095,3,0,1,5,3,0,4,0,2,0,17,0,0,0
13734,7,3,2,2,60,2.5,2,0,2,8760,0,5,3353,0.0,7,0,0,6,0,2,0,1,2,73.0,1391,3,0,0,5,3,1,5,1,1,464,5,12,0,0
9114,7,2,2,2,20,2.0,2,0,0,8993,0,5,2604,0.0,6,0,0,6,0,6,0,1,0,73.0,1302,0,0,0,2,3,4,5,1,1,0,8,12,0,0
6708,6,2,3,1,50,1.0,3,0,3,4400,86,8,1766,0.0,6,56,0,6,0,6,0,1,3,40.0,734,3,0,4,0,3,4,4,5,1,0,17,11,0,0
15894,9,3,0,0,20,3.5,0,1,2,9187,0,5,3532,162.0,7,0,0,6,195,2,1,1,0,85.0,1766,3,0,0,2,2,4,5,1,1,1121,21,5,0,0
8771,7,2,3,2,20,2.0,3,1,3,7875,12,5,2490,38.0,6,11,0,6,220,6,0,1,0,63.0,1253,3,0,2,2,5,1,4,1,1,0,8,6,0,0
6582,6,2,3,2,20,2.0,3,0,3,9672,26,5,2137,0.0,6,25,0,6,0,2,0,3,3,81.0,1097,3,0,4,2,3,4,4,1,1,338,20,6,0,0
5390,5,2,3,4,20,2.5,3,1,3,12537,39,6,2156,0.0,6,2,0,6,0,2,1,1,0,74.5,1078,0,0,0,2,1,4,4,1,1,734,12,12,0,0
9432,6,2,3,2,60,2.5,3,1,3,10364,12,5,2378,0.0,7,11,0,6,0,6,0,1,0,65.0,806,0,0,2,5,5,4,4,3,1,0,8,8,0,0
10668,7,2,2,2,40,2.5,2,1,1,23595,31,6,2856,0.0,4,31,0,6,268,2,2,5,0,80.0,1332,3,0,4,2,5,4,4,1,1,1258,4,9,0,0
14420,7,2,2,2,60,3.5,2,1,3,8755,10,5,3052,298.0,8,10,0,6,0,0,1,1,2,65.0,1022,0,0,0,5,5,4,4,3,1,772,8,12,168,0
8064,6,2,2,4,20,1.5,3,1,3,14375,51,6,2163,541.0,7,51,233,6,0,2,0,1,2,85.0,1344,0,0,2,7,2,4,0,2,1,111,23,6,0,0
12726,7,1,3,4,50,1.5,3,2,3,7758,76,4,2858,600.0,7,57,184,6,0,3,0,1,3,60.0,1226,3,0,0,0,5,4,4,5,1,224,9,11,0,0
4116,4,1,3,4,20,2.0,3,0,2,7943,46,5,2058,192.0,5,46,0,6,64,5,1,1,3,61.0,1029,3,0,2,2,3,4,4,1,1,903,19,12,0,0
15126,6,2,3,2,160,3.5,3,1,3,3964,33,4,3463,0.0,10,33,0,0,728,0,1,1,0,42.0,1291,3,4,2,5,2,4,4,1,1,837,10,5,0,0
9000,6,2,2,2,60,2.5,3,0,3,8846,1,5,2250,0.0,6,0,0,6,0,6,0,1,2,68.0,750,3,0,0,5,3,4,5,1,1,0,5,12,0,0
17736,8,2,2,4,20,3.0,2,1,1,15865,37,6,4434,0.0,8,37,224,6,81,0,1,0,3,95.0,2217,0,0,0,2,5,1,4,1,1,351,12,13,0,0
10960,8,2,2,2,120,2.0,2,1,2,6442,1,5,2740,178.0,6,1,0,6,120,2,0,1,2,44.0,1370,0,4,0,2,2,1,4,1,1,24,16,12,0,0
7572,6,2,2,2,20,2.0,2,0,3,7200,0,5,2524,68.0,5,0,0,6,0,2,0,1,0,60.0,1262,3,0,2,2,3,4,5,1,1,905,21,12,0,0
13258,7,2,2,2,60,3.5,2,1,3,11316,8,5,2711,44.0,8,7,0,6,0,2,1,1,0,80.0,824,3,0,0,5,2,4,4,3,1,624,23,12,0,0
13552,8,3,2,0,20,2.0,0,0,3,12030,0,5,3388,254.0,7,0,0,6,168,6,0,3,0,93.0,1694,3,0,0,2,3,4,5,1,1,0,16,12,0,0
3456,4,2,3,4,20,1.0,3,0,3,10500,38,6,1728,0.0,4,38,0,6,216,0,0,1,3,70.0,864,3,0,2,2,3,4,0,5,1,524,12,6,0,0
10254,6,2,2,2,160,2.0,2,0,3,2522,2,5,2679,50.0,7,0,0,0,0,6,0,1,3,24.0,970,3,3,0,5,3,4,4,5,1,0,7,12,0,0
6952,4,1,3,4,50,2.0,3,1,3,12513,89,4,2453,0.0,7,2,0,6,55,6,0,1,3,74.5,1281,0,0,2,0,2,0,4,1,1,0,12,12,0,0
6595,5,1,3,4,20,2.0,3,0,3,10634,56,6,1927,0.0,5,56,0,3,66,1,1,1,3,79.0,1319,3,0,4,2,3,4,4,1,1,428,12,8,0,0
22554,7,3,2,2,60,4.0,3,2,2,12376,20,5,4895,0.0,11,20,0,6,367,2,1,3,3,90.0,1699,3,0,2,5,5,4,4,1,1,1470,20,9,0,0
8130,6,0,2,4,70,1.5,3,0,3,6882,93,7,2039,0.0,7,1,0,6,136,6,0,1,1,60.0,773,3,0,4,5,3,4,4,6,1,0,9,13,0,0
3918,3,0,1,4,30,1.0,3,0,3,5350,70,2,2034,0.0,6,44,0,4,263,6,0,1,1,55.0,1306,0,0,0,2,3,4,4,6,1,0,3,13,0,0
3840,5,2,3,2,85,2.0,3,0,0,8445,37,7,1536,0.0,5,2,0,6,58,2,1,1,3,70.0,768,3,0,4,6,3,4,4,5,1,656,5,6,0,0
5385,5,1,3,4,190,2.0,3,2,3,7420,69,6,2068,0.0,5,58,0,6,0,2,1,1,2,50.0,1077,3,1,0,1,5,4,4,1,2,851,3,8,0,0
3549,3,1,3,4,50,1.5,3,0,3,6000,59,7,1832,0.0,6,5,0,6,0,0,0,1,3,50.0,679,3,0,0,0,3,4,4,5,1,331,17,8,0,0
10192,7,2,2,2,60,2.5,2,1,0,9018,0,5,2184,0.0,8,0,0,6,100,6,0,3,0,65.0,728,0,0,0,5,2,4,5,1,1,0,8,12,0,0
16037,7,2,2,2,60,2.5,2,1,3,8738,7,5,3266,302.0,8,7,0,6,192,6,0,1,0,66.0,1005,0,0,0,5,5,4,4,3,1,0,8,12,0,0
5088,6,2,2,2,120,2.0,2,0,0,4435,6,5,1696,170.0,4,6,0,6,140,2,1,1,0,70.0,848,3,4,0,2,3,4,4,1,1,685,5,12,0,0
23320,10,3,0,0,60,3.5,0,1,0,12474,1,5,4014,272.0,9,0,0,6,196,2,1,1,0,96.0,1742,3,0,0,5,0,4,5,3,1,1280,16,12,0,0
6740,5,1,3,4,50,2.0,3,1,3,6000,84,8,2232,0.0,5,12,0,6,0,6,1,1,3,50.0,884,3,0,0,0,1,4,4,5,1,0,3,13,0,0
12648,6,2,2,4,70,2.0,3,2,3,13728,73,7,3235,0.0,7,22,90,6,0,5,0,3,3,120.0,1236,3,0,0,5,5,4,4,2,1,626,7,11,0,0
5344,4,1,3,4,50,1.5,3,0,3,11040,86,6,1973,0.0,7,56,0,6,0,5,0,1,3,60.0,897,3,0,2,0,3,4,4,4,1,637,9,8,0,0
56420,10,2,0,0,60,4.5,0,3,1,63887,0,5,11752,796.0,12,0,0,6,214,2,2,3,0,313.0,4692,2,0,0,5,2,4,5,1,1,5644,7,11,0,480
6720,5,1,3,4,20,2.0,3,1,3,9503,49,5,2368,0.0,6,24,0,2,316,0,1,3,3,74.5,1344,3,0,4,2,5,4,4,5,1,457,12,6,0,0
15480,8,2,3,2,60,3.5,2,0,3,8004,0,5,2767,110.0,8,0,0,6,0,2,1,1,0,75.0,832,0,0,0,5,3,4,5,3,1,544,21,12,0,0
5880,4,1,3,4,50,2.0,3,0,3,8172,54,6,2411,0.0,7,36,156,6,0,6,0,1,3,60.0,997,3,0,0,0,3,4,4,5,1,0,7,8,0,0
15092,7,2,3,4,20,2.0,3,1,3,20781,38,7,3724,0.0,9,3,0,6,0,1,0,3,2,80.0,2156,1,0,4,2,2,4,4,1,1,297,14,3,290,0
8640,5,2,3,4,90,3.0,3,0,3,9100,43,5,3456,336.0,10,43,0,6,0,5,1,1,3,70.0,1728,3,2,4,2,3,4,0,5,2,1332,19,6,0,0
12376,7,2,2,2,60,2.5,2,0,3,9803,3,5,2634,0.0,7,3,0,6,0,2,0,1,2,75.0,866,3,0,2,5,3,4,4,1,1,400,21,12,0,0
5240,5,1,3,4,20,2.0,3,0,3,10152,51,5,2096,120.0,6,51,192,6,0,1,1,3,3,72.0,1048,3,0,4,2,3,4,4,1,1,586,12,8,0,0
12096,7,2,2,2,60,2.5,2,0,3,9313,5,5,2592,0.0,7,5,0,6,187,6,0,1,2,65.0,864,0,0,0,5,3,4,4,1,1,0,5,12,0,0
18864,8,0,3,4,70,2.0,3,0,3,5250,136,5,2837,0.0,8,21,0,6,0,3,0,1,1,50.0,938,3,0,1,5,3,0,4,6,1,259,17,8,0,0
8022,7,2,2,0,80,3.0,2,1,0,9590,4,5,2014,442.0,6,4,0,6,160,2,1,1,0,73.0,1146,0,0,0,7,2,4,4,1,1,786,23,12,0,0
12808,8,2,2,2,20,3.0,2,1,0,11423,9,5,3182,479.0,6,8,0,6,180,2,1,1,2,70.0,1601,3,0,0,2,5,4,4,1,1,1358,5,12,0,0
9600,5,2,2,4,50,3.0,2,1,3,13650,48,5,2972,0.0,8,48,0,6,0,0,1,1,3,70.5,1252,3,0,0,0,2,4,4,1,1,57,19,8,0,0
5452,4,2,3,1,70,1.0,3,0,3,7740,100,7,1985,0.0,6,60,168,6,0,6,0,1,3,60.0,741,3,0,2,5,3,4,4,5,1,0,17,12,0,0
5740,5,1,3,0,20,1.5,3,0,2,6420,54,7,2128,0.0,6,54,0,6,0,3,0,1,3,57.0,1148,0,0,1,2,3,1,4,5,1,210,7,13,0,0
9058,7,2,2,2,20,2.0,2,1,0,6762,0,5,2580,0.0,6,0,0,6,168,6,0,1,2,64.0,1294,3,0,0,2,2,1,5,1,1,0,5,12,0,0
6240,5,1,3,4,50,1.0,3,0,3,9439,77,5,2160,0.0,6,57,0,6,0,3,0,1,3,52.0,912,3,0,2,0,3,4,4,5,1,324,17,13,0,0
11352,8,2,2,2,80,3.5,2,1,3,7750,7,5,1827,0.0,7,7,0,6,120,2,1,3,0,65.0,779,3,0,0,7,5,4,4,3,1,353,8,12,0,0
8640,6,2,2,2,20,2.0,2,1,3,12546,26,7,2880,310.0,7,26,0,6,0,1,0,1,0,80.0,1440,0,0,0,2,5,4,4,1,1,678,14,8,0,0
5700,5,0,3,2,20,1.0,3,0,3,17217,0,5,2280,0.0,6,0,0,6,36,6,0,1,1,90.0,1140,3,0,0,2,3,4,0,6,1,0,11,12,0,0
14630,7,2,3,2,60,3.5,3,2,2,10382,36,6,3197,240.0,7,36,0,6,235,0,1,1,2,80.0,1107,0,0,0,5,5,4,4,1,1,859,14,6,0,0
11480,7,2,2,2,60,2.5,2,0,3,7226,5,5,2438,0.0,6,5,0,6,0,6,0,1,2,72.0,798,0,0,0,5,3,4,4,1,1,0,5,12,0,0
10074,6,2,2,2,20,3.0,3,1,3,8125,14,5,3087,258.0,7,10,0,6,224,2,1,1,2,65.0,1679,3,0,0,2,1,4,4,1,1,1138,20,6,0,0
7308,6,2,3,4,50,1.5,3,1,3,6000,66,6,1953,0.0,6,57,0,6,0,0,0,1,3,60.0,869,3,0,0,0,2,1,4,5,1,375,3,13,0,0
5710,5,2,3,2,120,2.5,3,1,3,4224,31,5,2284,0.0,6,31,0,6,536,0,1,1,0,44.0,1142,3,4,4,2,4,4,4,1,1,874,10,5,0,0
5550,5,2,2,2,85,2.0,3,1,0,9101,31,6,2207,104.0,4,31,0,6,303,2,1,1,0,71.0,1110,0,0,0,6,5,4,4,1,1,1097,11,9,0,0
5820,5,1,3,4,190,2.0,3,0,3,10880,58,5,2328,0.0,5,58,0,6,0,0,1,1,3,68.0,1164,3,1,4,2,3,4,4,5,1,1040,7,8,0,0
5960,5,1,3,4,70,1.0,3,0,2,6402,89,5,1788,0.0,6,59,0,6,0,6,0,1,3,60.0,596,3,0,4,5,3,4,4,5,1,0,9,13,0,0
9954,7,2,2,2,20,2.0,2,0,0,8500,3,5,2844,106.0,7,3,0,6,192,6,0,1,2,63.0,1422,3,0,0,2,3,4,4,1,1,0,5,12,0,0
4470,5,2,2,4,20,2.0,3,0,3,9764,41,7,1788,0.0,5,5,0,6,0,1,1,1,2,57.0,894,0,0,0,2,3,4,4,1,1,702,19,12,0,0
15624,8,3,2,2,60,2.5,2,1,2,10574,4,5,3035,0.0,9,3,0,6,160,6,0,1,2,85.0,1082,3,0,0,5,2,4,4,1,1,0,21,12,0,0
12544,7,2,2,2,60,2.5,2,1,3,12435,7,5,2755,172.0,7,7,0,6,0,2,0,1,2,80.0,963,3,0,0,5,5,4,4,1,1,361,5,12,245,0
3696,4,1,1,2,190,2.0,3,0,3,12180,69,4,1596,0.0,5,60,0,6,0,1,1,1,3,60.0,672,3,1,1,0,3,4,4,5,1,348,7,8,0,0
4512,6,1,3,2,120,2.0,3,0,3,7175,26,5,1496,0.0,4,26,90,6,353,0,1,1,3,50.0,752,3,4,4,2,3,4,4,1,1,623,20,9,0,0
12180,7,1,3,4,70,1.5,3,2,3,13125,67,6,2540,0.0,6,23,0,6,0,1,0,1,3,75.0,960,3,0,4,5,2,4,4,1,1,410,6,13,0,0
9558,6,2,3,2,60,2.5,3,1,3,9636,17,5,2401,0.0,7,16,0,6,342,6,0,1,2,65.0,808,0,0,2,5,5,4,4,3,1,0,8,12,0,0
6925,5,2,3,4,50,2.0,3,0,3,8520,58,4,2295,0.0,6,58,0,6,0,5,0,1,3,71.0,910,3,0,1,0,3,4,4,5,1,507,12,3,0,0
8862,7,2,2,2,20,2.0,2,1,3,7500,1,5,2523,0.0,6,1,0,6,38,6,0,1,3,62.0,1266,3,0,0,2,5,4,4,1,1,0,21,12,0,0
14147,7,2,2,0,60,2.5,2,1,3,23257,0,5,2889,0.0,9,0,0,6,0,6,0,1,2,168.0,887,2,0,0,5,2,1,5,3,1,0,8,12,0,0
8004,6,2,3,2,20,2.5,3,1,3,9650,32,5,2684,360.0,6,32,0,6,0,0,0,1,2,80.0,1334,3,0,4,2,5,4,4,1,1,686,14,9,0,0
8764,7,2,2,2,160,3.5,2,0,3,2160,9,5,1852,212.0,4,8,0,6,0,1,1,1,3,24.0,624,3,3,0,5,3,4,4,5,1,510,21,8,0,0
15156,6,1,2,4,50,2.0,3,1,3,8520,91,7,3240,0.0,10,57,0,6,88,5,0,1,3,60.0,1664,3,0,4,0,2,4,3,5,1,168,17,11,0,0
24020,10,3,0,0,20,3.0,0,2,1,15431,1,5,5496,200.0,10,1,170,6,0,2,1,3,0,105.0,2402,3,0,0,2,2,4,4,1,1,1767,16,12,0,0
8172,6,2,3,1,70,2.0,3,0,2,6155,88,8,1973,0.0,6,9,0,6,0,6,0,1,0,60.0,751,0,0,0,5,3,0,4,5,1,0,3,13,0,0
36270,10,3,2,0,60,4.5,2,1,1,35760,11,5,5557,1378.0,10,10,0,6,361,2,1,3,0,118.0,1831,0,0,0,5,5,4,4,1,1,1387,15,6,0,0
17640,7,3,2,2,60,2.5,2,1,3,9950,12,5,3723,290.0,9,12,0,6,224,2,0,1,2,82.0,1214,0,0,0,5,5,4,0,1,1,565,15,12,0,0
2832,3,2,1,3,20,1.0,3,0,4,10206,57,3,944,0.0,4,57,0,2,0,4,0,0,3,74.0,944,3,0,1,2,3,2,4,5,1,0,7,2,0,0
4560,5,1,3,4,20,1.0,3,1,3,8521,43,5,1824,0.0,5,43,0,6,0,0,0,1,3,70.0,912,3,0,4,2,1,4,4,5,1,842,19,6,0,0
10871,7,2,2,2,60,2.5,2,0,3,8125,1,5,2309,0.0,6,0,0,6,0,6,0,1,2,65.0,756,3,0,0,5,3,4,5,1,1,0,21,12,0,0
3792,4,1,3,4,20,1.0,3,0,3,10215,53,5,1812,132.0,5,53,0,6,0,0,0,3,3,75.0,948,3,0,0,2,3,4,4,1,1,492,7,13,0,0
12964,7,2,2,2,60,3.5,3,1,3,8640,0,5,2752,0.0,7,0,0,6,168,2,1,1,2,72.0,932,3,0,0,5,5,4,5,1,1,822,21,12,0,0
6150,5,2,3,4,50,1.5,3,0,3,10440,99,6,1670,0.0,5,28,0,6,74,6,0,1,3,60.0,682,3,0,2,5,3,4,4,5,1,0,17,13,0,0
7560,7,0,2,2,20,2.0,3,0,3,7500,4,5,2160,120.0,6,3,0,6,0,2,1,1,1,63.0,1080,3,0,0,2,3,4,4,6,1,680,20,12,0,0
6250,5,1,1,4,50,2.0,3,0,3,8248,88,7,1936,0.0,7,56,0,6,207,6,0,1,3,45.0,686,3,0,2,0,3,4,4,5,1,0,7,11,0,0
9666,6,2,3,4,60,2.5,3,0,1,9760,44,6,2391,360.0,7,44,189,6,328,2,1,1,2,80.0,798,3,0,4,5,3,4,4,1,1,674,12,6,0,0
13643,7,2,2,2,60,3.5,2,1,3,9938,17,5,2999,246.0,8,16,0,6,156,2,1,1,0,80.0,1062,3,0,0,5,5,4,4,1,1,750,20,8,0,0
8214,6,1,3,4,70,3.0,3,0,3,6629,84,6,2041,0.0,6,59,0,6,147,1,1,2,3,54.0,697,3,0,4,5,3,4,4,5,1,551,7,13,0,0
10374,7,2,2,2,80,2.5,3,1,3,9125,15,5,1866,170.0,7,15,0,6,100,6,0,1,0,65.0,812,0,0,2,7,5,4,4,1,1,0,8,6,0,0
5240,5,1,3,4,45,1.0,3,1,3,6380,84,6,2041,0.0,5,56,0,6,0,6,0,1,3,58.0,1048,3,0,4,1,2,0,4,5,1,0,3,8,0,0
9604,7,2,2,0,20,2.0,2,0,3,8640,1,5,2744,0.0,6,0,0,6,0,6,0,1,0,72.0,1372,3,0,0,2,3,4,5,1,1,0,21,12,0,0
10368,8,2,2,0,20,3.0,2,0,3,6853,8,5,2563,136.0,6,7,0,6,192,2,1,1,0,85.0,1296,0,0,0,2,3,4,4,1,1,1005,23,12,0,0
4950,5,1,3,2,20,1.0,3,0,3,8775,13,5,1980,0.0,5,13,0,6,0,2,0,1,3,65.0,990,3,0,2,2,3,4,4,1,1,495,5,12,0,0
8934,6,1,3,4,50,2.0,3,1,3,9900,69,7,2267,0.0,7,59,0,6,335,6,0,1,3,60.0,944,3,0,4,0,2,4,4,5,1,0,18,12,0,0
15204,7,3,2,0,60,2.5,2,1,3,14154,1,5,3235,350.0,9,1,0,6,192,6,0,1,2,109.0,1071,3,0,0,5,2,1,5,1,1,0,16,12,0,0
8862,7,2,2,2,20,2.0,2,1,0,3182,1,5,2532,16.0,6,1,0,6,100,6,0,1,0,43.0,1266,3,0,0,2,2,4,4,1,1,0,0,12,0,0
7308,6,2,2,2,20,2.0,2,0,3,7862,0,5,2436,0.0,4,0,0,6,0,2,0,1,0,75.0,1218,0,0,0,2,3,4,5,1,1,27,21,12,0,0
5592,6,1,2,4,20,1.0,3,1,3,8280,57,5,1864,0.0,4,57,0,6,0,6,0,1,3,57.0,932,0,0,0,2,2,4,4,1,1,0,12,3,0,0
7932,6,2,3,4,160,3.0,3,1,3,2308,35,5,2177,0.0,6,35,0,6,260,0,0,1,3,24.0,855,3,4,4,5,1,4,4,1,1,257,13,9,0,0
9810,6,1,2,4,50,1.0,3,0,3,5310,96,8,2120,0.0,5,3,0,6,394,6,0,3,3,59.0,1001,3,0,2,0,3,0,4,1,1,0,17,12,0,0
8868,6,2,3,4,20,3.0,3,2,3,17600,49,5,2956,30.0,6,49,0,6,0,1,1,1,3,74.5,1478,0,0,0,2,2,4,4,1,1,1270,12,13,0,0
5920,5,0,3,4,50,1.0,3,0,3,8410,96,3,1842,0.0,8,10,0,6,0,6,0,2,1,58.0,658,3,0,4,0,3,4,1,6,1,0,7,13,0,0
11970,7,2,2,2,60,3.5,2,0,3,8450,5,5,2566,196.0,8,5,0,6,0,2,1,1,2,65.0,856,3,0,0,5,3,4,4,1,1,706,5,12,0,0
5472,6,2,3,2,85,2.0,3,1,0,7540,29,6,1800,0.0,5,29,192,6,0,2,1,1,2,71.0,912,0,0,0,6,5,4,4,1,1,773,11,12,0,0
10630,5,2,3,4,60,3.0,3,0,1,28698,42,5,3139,0.0,7,42,225,3,486,3,0,0,0,80.0,1160,1,0,4,5,3,1,0,1,1,249,4,9,0,0
6970,5,2,2,2,80,2.5,3,0,3,9735,2,5,1778,0.0,7,1,0,6,100,6,0,1,0,73.0,754,3,0,2,7,3,4,4,3,1,0,23,12,0,0
4850,5,2,3,4,20,2.0,3,0,3,8480,44,6,1940,0.0,5,44,192,6,0,2,1,3,3,80.0,970,3,0,4,2,3,4,4,5,1,630,19,6,0,0
6204,6,3,3,4,80,2.0,3,0,0,12328,34,5,2046,335.0,6,34,0,6,0,2,1,1,3,71.0,1034,0,0,4,7,3,4,4,1,1,539,11,6,0,0
12040,7,2,2,2,60,2.5,2,0,3,11645,2,5,2580,0.0,7,2,0,6,0,6,0,1,2,89.0,860,0,0,0,5,3,4,4,1,1,0,5,12,0,0
6935,5,1,2,4,190,2.0,3,0,3,6000,55,4,2198,0.0,7,55,0,6,0,6,0,1,3,50.0,811,3,1,4,0,3,4,4,3,2,0,17,13,0,0
8142,6,1,0,4,80,2.0,3,1,0,11512,49,7,2376,84.0,5,2,163,6,0,0,1,1,2,124.0,1357,0,0,2,7,2,4,4,2,1,719,7,9,0,0
6320,5,2,3,4,20,2.0,3,2,3,9300,50,5,2532,324.0,6,50,143,6,0,5,1,1,3,73.0,1264,3,0,4,2,2,4,4,1,1,697,12,8,0,0
8904,6,2,2,2,60,2.5,2,1,3,12589,4,5,2226,0.0,8,4,0,6,36,6,0,1,0,149.0,742,1,0,0,5,2,4,4,1,1,0,8,12,0,0
12369,7,2,2,2,160,3.0,2,1,3,5306,19,7,2831,0.0,5,19,0,6,441,2,1,1,2,44.0,1064,0,4,2,5,5,1,4,1,1,495,22,6,0,0
4878,6,1,2,4,30,1.0,3,0,3,5684,76,8,1626,0.0,5,1,0,6,0,6,0,3,3,70.0,813,3,0,0,2,3,4,4,5,1,0,17,13,0,0
4524,6,0,3,4,190,2.0,3,0,0,6780,71,8,1040,0.0,5,24,0,6,53,2,1,1,1,60.0,520,3,1,2,0,3,4,4,6,1,490,9,13,0,0
14483,7,2,2,2,20,3.0,3,1,1,27650,48,7,2654,0.0,9,1,0,6,0,2,1,0,2,313.0,2069,1,0,0,2,2,4,4,1,1,425,12,13,0,0
9054,6,2,2,2,80,3.0,2,1,0,10200,20,5,2970,219.0,5,19,0,6,224,2,1,1,2,85.0,1509,3,0,0,7,1,4,0,1,1,783,23,6,0,0
8886,6,2,3,2,60,2.5,3,1,3,8125,15,5,2183,0.0,6,14,0,6,0,6,0,1,0,65.0,702,3,0,2,5,5,4,4,1,1,0,8,6,0,0
3840,4,2,3,4,190,2.0,3,0,0,9873,36,5,1920,160.0,6,36,0,6,0,0,1,1,3,60.0,960,3,1,4,2,3,4,4,5,1,789,3,6,0,0
4160,4,2,3,3,20,1.0,3,0,4,7200,56,5,1040,0.0,4,56,0,6,0,4,0,1,3,60.0,1040,3,0,4,2,3,2,4,5,1,0,12,3,0,0
4160,4,2,3,3,90,2.0,3,0,4,7200,60,5,1040,0.0,6,59,0,6,0,4,0,1,3,60.0,1040,3,2,1,2,3,2,4,5,2,0,12,3,0,0
12614,7,1,3,1,70,1.5,3,1,3,7588,86,6,2595,0.0,9,56,0,6,0,3,0,1,3,54.0,901,3,0,2,5,2,4,4,5,1,352,6,11,0,0
20880,8,2,0,2,60,2.5,2,1,0,9000,0,5,3794,0.0,11,0,0,6,208,2,0,1,0,75.0,1184,3,0,0,5,2,4,5,3,1,64,21,5,0,0
7330,5,2,1,4,20,1.5,3,2,3,17755,47,4,2932,132.0,6,47,100,6,0,1,0,1,0,134.0,1466,3,0,4,2,2,4,4,1,1,176,7,6,0,0
8260,5,1,3,1,50,3.0,3,0,3,10800,95,6,2338,0.0,7,60,0,6,0,3,1,1,3,60.0,966,3,0,4,0,3,4,4,5,1,686,17,8,0,0
14679,7,3,2,2,60,3.0,2,1,3,11228,15,5,3177,0.0,9,15,0,6,196,1,0,1,3,59.0,1080,1,0,0,5,5,4,4,1,1,50,20,12,0,0
13000,8,2,2,2,120,3.5,2,1,1,4750,1,5,3198,481.0,5,0,153,6,123,2,1,3,0,44.0,1625,0,4,0,2,2,4,3,1,1,1573,6,12,0,0
16009,7,2,3,4,50,2.0,2,1,3,15593,53,4,3591,0.0,7,53,0,6,0,1,0,1,0,81.0,1304,3,0,4,0,5,4,4,1,1,603,4,3,0,0
25398,9,3,0,0,60,3.5,0,1,1,13891,1,5,4556,424.0,12,0,192,6,52,6,0,3,2,107.0,1734,3,0,0,5,2,4,5,3,1,0,16,12,0,0
12324,6,2,2,2,60,3.5,2,1,3,12224,9,5,3046,40.0,7,9,0,6,24,2,1,1,2,65.0,1022,0,0,0,5,5,4,4,3,1,695,8,12,0,0
6680,5,1,3,4,190,2.0,3,2,2,15750,53,5,2501,56.0,5,53,0,6,0,1,1,3,3,90.0,1336,3,1,4,2,2,4,4,1,1,841,6,8,0,0
3576,4,2,3,4,20,1.0,3,0,3,9450,53,5,1788,0.0,5,53,0,6,0,3,0,1,3,68.0,894,3,0,0,2,3,4,0,5,1,552,7,8,0,0
13752,8,2,2,2,120,3.5,2,2,1,10846,15,5,3438,0.0,6,15,0,6,122,2,2,1,0,32.0,1719,0,4,0,2,2,4,4,1,1,1619,24,3,0,0
14889,7,2,2,2,60,3.5,2,2,3,10944,14,5,3350,448.0,5,14,0,6,171,2,1,1,2,81.0,1223,0,0,0,5,5,4,4,1,1,1000,15,12,0,0
7506,6,1,3,4,20,2.0,3,2,3,8800,42,6,2502,425.0,6,42,0,6,0,1,1,3,2,80.0,1251,3,0,4,2,2,4,4,1,1,553,12,6,0,0
4560,5,1,3,4,20,1.5,3,0,3,7535,49,7,1824,0.0,5,22,0,6,12,1,0,1,0,70.0,912,0,0,1,2,3,4,4,1,1,111,12,8,0,0
2904,3,0,3,4,50,1.0,3,0,3,5925,99,6,1568,0.0,6,59,0,6,0,6,0,1,1,50.0,600,3,0,1,0,3,4,0,6,1,0,17,12,0,0
12803,7,2,2,2,60,3.5,2,1,3,9548,7,6,2770,223.0,7,7,0,6,192,2,1,1,2,44.0,941,0,0,0,5,5,4,4,1,1,483,5,12,0,0
9444,6,2,3,2,60,3.5,3,1,2,18800,30,5,2370,120.0,6,30,0,6,306,2,1,1,0,80.0,790,0,0,4,5,5,4,4,1,1,712,14,6,0,0
2880,4,0,3,4,30,1.0,3,0,3,7879,89,5,1440,0.0,4,59,0,6,0,5,0,1,1,60.0,720,3,0,4,2,3,4,0,6,1,495,9,13,0,0
