MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,QualityArea,TotalSF,HouseAge,RemodAge,TotalBath,TotalPorchSF
60,3,90.5,29959,1,1,1,3,0,2,0,15,2,2,0,5,7,6,1994,1994,1,1,6,6,2,0.0,2,4,2,2,4,3,2,595,6,0,378,973,1,0,1,3,979,871,0,1850,0,0,2,1,3,1,2,7,6,1,2,3,1994.0,0,2,467,5,5,2,168,98,0,0,0,0,3,4,1,0,1,2009,8,4,12950,2823,15,15,2.5,98
20,3,71.0,9204,1,1,3,3,0,4,0,12,2,2,0,2,5,5,1963,1963,1,1,6,6,2,0.0,3,4,1,4,4,3,1,25,5,872,247,1144,1,4,1,3,1144,0,0,1144,1,0,1,1,3,1,3,6,6,0,3,5,1962.0,3,1,336,5,5,2,0,88,0,0,0,0,3,4,1,0,8,2008,0,4,5720,2288,45,45,2.5,88
120,3,43.0,3182,1,1,3,3,0,4,0,0,2,2,4,2,7,5,2005,2006,1,1,12,13,1,14.0,2,4,2,2,1,3,2,16,6,0,1330,1346,1,0,1,3,1504,0,0,1504,0,0,2,0,2,1,2,7,6,1,2,1,2005.0,0,2,437,5,5,2,156,20,0,0,0,0,3,4,1,0,5,2008,8,4,10528,2850,3,2,2.0,20
20,3,78.0,10140,1,1,3,3,0,4,0,14,2,2,0,2,6,6,1974,1999,3,1,6,6,1,99.0,3,4,1,4,4,3,0,663,3,377,0,1040,1,1,1,3,1309,0,0,1309,1,0,1,1,3,1,2,5,6,1,1,1,1974.0,2,2,484,5,5,2,265,0,0,0,0,648,1,0,1,0,1,2006,8,4,7854,2349,32,7,2.5,0
50,3,60.0,9060,1,1,3,3,0,4,0,7,2,2,0,0,6,5,1939,1950,1,1,14,15,2,0.0,3,4,0,4,4,2,5,204,6,0,356,560,1,4,1,3,698,560,0,1258,0,0,1,0,2,1,3,6,6,0,3,5,1939.0,3,1,280,5,5,1,0,0,0,0,0,0,3,2,1,0,10,2009,8,4,7548,1818,70,59,1.0,0
20,3,74.5,12342,1,1,0,3,0,4,0,12,2,2,0,2,5,5,1960,1978,3,1,13,14,2,0.0,3,4,1,4,4,3,6,0,6,0,978,978,1,4,1,3,1422,0,0,1422,0,0,1,0,3,1,3,6,2,1,5,1,1960.0,2,1,286,5,5,2,0,0,36,0,0,0,3,1,3,600,8,2007,8,4,7110,2400,47,29,1.0,36
20,3,75.0,9750,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1958,1958,1,1,8,8,1,243.0,3,4,1,4,4,3,5,608,6,0,834,1442,1,2,1,3,1442,0,0,1442,0,0,1,1,4,1,3,7,6,0,3,1,1958.0,2,1,301,5,5,2,0,0,275,0,0,0,3,4,3,500,4,2007,0,4,8652,2884,49,49,1.5,275
50,3,70.0,11767,1,1,3,3,0,4,0,7,2,2,0,0,5,6,1946,1995,1,1,8,8,2,0.0,3,4,1,4,4,3,1,352,6,0,416,768,1,0,1,3,768,432,0,1200,0,0,1,0,3,1,3,6,6,0,3,5,1946.0,3,1,240,5,5,2,0,0,0,0,0,0,3,4,1,0,5,2008,8,4,6000,1968,62,13,1.0,0
60,3,65.0,8121,1,1,0,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,2,0.0,3,4,2,2,4,3,6,0,6,0,953,953,1,0,1,3,953,711,0,1664,0,0,2,1,3,1,3,7,6,1,5,1,2000.0,2,2,460,5,5,2,100,40,0,0,0,0,3,4,1,0,1,2006,8,4,9984,2617,6,6,2.5,40
80,3,60.0,7134,1,1,3,0,0,4,1,12,2,2,0,7,5,5,1955,1955,1,1,8,8,2,0.0,3,4,1,4,4,3,0,384,6,0,0,384,1,4,1,3,1360,0,0,1360,0,0,1,0,3,1,3,6,2,1,5,5,1962.0,3,2,572,5,5,2,0,50,0,0,0,0,3,2,1,0,2,2007,8,4,6800,1744,52,52,1.0,50
60,3,74.0,9056,1,1,0,3,0,4,0,8,2,2,0,5,8,5,2004,2004,1,1,12,13,2,0.0,2,4,2,0,1,0,6,0,6,0,707,707,1,0,1,3,707,707,0,1414,0,0,2,1,3,1,2,6,6,1,2,1,2004.0,0,2,403,5,5,2,100,35,0,0,0,0,3,4,1,0,10,2006,8,4,11312,2121,2,2,2.5,35
20,3,80.0,9790,1,1,3,3,0,4,0,14,1,2,0,2,6,5,1967,1967,1,1,3,14,2,0.0,3,4,1,4,4,3,5,251,3,630,491,1372,1,4,1,3,1342,0,0,1342,0,0,2,0,3,1,3,7,6,1,2,1,1967.0,3,2,457,5,5,2,0,0,0,0,197,0,3,4,1,0,9,2009,8,4,8052,2714,42,42,2.0,197
190,4,65.0,7800,1,1,3,3,0,4,0,17,0,2,1,0,5,7,1939,1950,1,1,8,8,2,0.0,3,4,1,2,4,2,5,507,6,0,286,793,1,4,1,3,793,325,0,1118,1,0,1,0,3,1,3,5,6,1,2,5,1939.0,3,2,410,5,5,2,0,0,0,0,271,0,3,2,1,0,5,2006,8,4,5590,1911,67,56,2.0,271
70,3,80.0,16560,1,1,0,3,0,4,0,6,2,2,0,5,6,8,1932,1950,1,1,13,14,2,0.0,3,4,0,2,4,3,5,503,6,0,449,952,1,4,1,3,1170,1175,0,2345,0,0,2,1,4,1,3,9,6,1,2,5,1932.0,3,2,360,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2006,8,4,14070,3297,74,56,2.5,0
20,3,105.0,11751,1,1,0,3,0,4,0,14,2,2,0,2,6,6,1977,1977,3,1,9,10,1,480.0,3,4,1,2,4,3,1,705,6,0,1139,1844,1,0,1,3,1844,0,0,1844,0,0,2,0,3,1,3,7,6,1,5,1,1977.0,2,2,546,5,5,2,0,122,0,0,0,0,3,2,1,0,1,2010,0,4,11064,3688,33,33,2.0,122
160,4,21.0,1680,1,1,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,1,6,6,1,232.0,3,4,1,4,4,3,0,387,6,0,96,483,1,4,1,3,483,504,0,987,0,0,1,1,2,1,3,4,6,0,3,5,1971.0,3,1,264,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2008,0,0,5922,1470,37,37,1.5,0
20,3,80.0,10603,1,1,0,3,0,4,0,14,2,2,0,2,6,7,1977,2001,1,1,9,10,1,28.0,3,4,2,4,4,2,0,1200,6,0,410,1610,1,2,1,3,1610,0,0,1610,1,0,2,0,3,1,2,6,6,2,5,1,1977.0,2,2,480,5,5,2,168,68,0,0,0,0,3,4,1,0,2,2010,8,4,9660,3220,33,9,3.0,68
20,3,71.0,9187,1,1,3,0,0,0,0,11,2,2,0,2,6,5,1983,1983,1,1,12,13,2,0.0,3,2,2,4,4,3,0,336,6,0,748,1084,1,4,1,3,1080,0,0,1080,0,0,1,1,3,1,3,5,6,0,3,1,1983.0,3,2,484,5,5,2,120,0,158,0,0,0,3,4,1,0,6,2007,8,4,6480,2164,24,24,1.5,158
190,3,71.0,32463,1,1,3,2,0,4,1,11,2,2,1,2,4,4,1961,1975,1,1,8,8,3,149.0,3,2,1,4,4,0,1,1159,6,0,90,1249,1,0,1,3,1622,0,0,1622,1,0,1,0,3,1,3,7,6,1,5,0,1975.0,0,4,1356,5,5,2,439,0,0,0,0,0,3,4,1,0,3,2007,8,4,6488,2871,46,32,2.0,0
60,3,70.0,11207,1,1,0,1,0,2,0,8,2,2,0,5,6,5,1997,1997,1,1,12,13,2,0.0,3,4,2,2,4,0,2,714,6,0,88,802,1,2,1,3,802,709,0,1511,1,0,2,1,3,1,3,8,6,1,5,1,1997.0,0,2,413,5,5,2,95,75,0,0,0,0,3,4,1,0,6,2006,8,4,9066,2313,9,9,3.5,75
80,3,74.5,14112,1,1,0,3,0,0,0,12,2,2,0,7,5,7,1964,1964,3,1,13,6,1,86.0,3,4,2,4,4,0,2,1014,6,0,138,1152,1,4,1,3,1152,0,0,1152,1,0,1,0,3,1,3,6,6,1,2,1,1964.0,2,2,484,5,5,2,227,0,0,0,0,0,3,4,1,0,4,2010,8,4,5760,2304,46,46,2.0,0
50,4,75.0,13710,1,1,3,3,0,4,0,9,2,2,0,0,5,5,1950,1950,1,1,13,14,2,0.0,3,4,1,4,4,3,1,420,6,0,490,910,1,4,1,0,910,648,0,1558,0,0,1,1,4,1,3,6,6,0,3,1,1950.0,3,1,282,5,5,2,289,0,0,0,0,0,3,2,1,0,6,2007,8,4,7790,2468,57,57,1.5,0
60,3,80.0,9554,1,1,0,3,0,4,0,20,2,2,0,5,8,5,1993,1994,1,1,12,13,1,125.0,2,4,2,2,4,3,2,380,6,0,397,777,1,0,1,3,1065,846,0,1911,0,0,2,1,3,1,2,8,6,1,5,1,1993.0,2,2,471,5,5,2,182,81,0,0,0,0,3,4,1,0,9,2006,8,4,15288,2688,13,12,2.5,81
20,3,64.0,8712,1,1,0,3,0,4,0,12,2,2,0,2,5,7,1957,2000,3,1,8,8,2,0.0,3,2,1,4,4,2,1,860,6,0,132,992,1,4,1,3,1306,0,0,1306,1,0,1,0,2,1,3,5,6,0,3,5,1968.0,3,1,756,5,5,2,0,0,0,0,0,0,3,4,1,0,5,2009,8,4,6530,2298,52,9,2.0,0
75,4,90.0,8100,1,1,3,3,0,0,0,17,2,2,0,4,5,5,1898,1965,3,1,0,0,2,0.0,3,4,2,4,4,3,6,0,6,0,849,849,1,4,0,0,1075,1063,0,2138,0,0,2,0,2,3,3,11,6,0,3,5,1910.0,3,2,360,1,4,0,40,156,0,0,0,0,3,2,1,0,11,2009,8,4,10690,2987,111,44,2.0,156
60,1,102.0,11143,1,1,0,3,0,0,0,21,2,2,0,5,8,5,2004,2005,1,1,5,5,2,0.0,2,4,2,2,4,3,6,0,6,0,1580,1580,1,0,1,3,1580,886,0,2466,0,0,3,0,4,1,2,8,6,1,2,1,2004.0,2,2,610,5,5,2,159,214,0,0,0,0,3,4,1,0,12,2007,8,4,19728,4046,3,2,3.0,214
50,3,77.0,9786,1,1,0,0,0,4,0,12,2,2,0,0,6,7,1962,1981,1,1,13,14,2,0.0,3,4,1,4,4,3,5,600,6,0,312,912,1,4,1,3,1085,649,0,1734,0,0,1,1,3,1,2,7,6,1,2,1,1962.0,2,2,440,5,5,2,0,0,0,0,128,0,3,0,1,0,6,2006,8,4,10404,2646,44,25,1.5,128
50,4,50.0,6000,1,1,3,3,0,0,0,3,2,2,0,0,6,7,1929,1950,1,1,14,15,2,0.0,3,4,0,4,4,3,6,0,6,0,862,862,1,4,1,3,950,208,0,1158,0,0,1,0,3,1,3,5,6,1,2,3,1929.0,2,1,208,5,5,2,0,0,112,0,0,0,3,4,1,0,7,2008,8,4,6948,2020,79,58,1.0,112
20,3,100.0,21750,1,1,3,3,0,4,0,11,2,2,0,2,5,4,1960,2006,3,1,6,6,1,75.0,3,1,3,3,2,4,4,0,4,0,0,0,1,4,1,3,1771,0,0,1771,0,0,1,0,3,1,3,9,2,1,5,1,1960.0,3,2,336,5,5,2,0,0,0,0,0,0,3,0,1,0,11,2009,8,4,8855,1771,49,3,1.0,0
120,3,24.0,4928,1,1,0,3,0,4,0,13,2,2,4,2,6,5,1976,1976,1,1,9,10,2,0.0,3,4,1,2,4,3,0,120,6,0,958,1078,1,4,1,3,958,0,0,958,0,0,2,0,2,1,3,5,6,1,5,1,1977.0,2,2,440,5,5,2,0,205,0,0,0,0,3,4,1,0,2,2007,8,4,5748,2036,31,31,2.0,205
20,3,90.0,11694,1,1,3,3,0,4,0,16,2,2,0,2,9,5,2007,2007,3,1,5,5,1,452.0,0,4,2,0,4,0,2,48,6,0,1774,1822,1,0,1,3,1828,0,0,1828,0,0,2,0,3,1,2,9,6,1,2,1,2007.0,3,3,774,5,5,2,0,108,0,0,260,0,3,4,1,0,7,2007,6,5,16452,3650,0,0,2.0,368
50,3,60.0,11409,1,1,3,3,0,4,0,7,2,2,0,0,5,4,1949,2008,1,1,13,14,2,0.0,3,4,1,4,4,3,3,292,6,0,476,768,1,2,1,3,1148,568,0,1716,0,0,1,1,3,1,3,8,3,1,2,1,1949.0,3,1,281,5,5,2,0,0,0,0,160,0,3,4,1,0,1,2009,8,4,8580,2484,60,1,1.5,160
60,3,67.0,14948,1,1,0,3,0,4,0,16,2,2,0,5,9,5,2008,2008,3,1,12,13,3,268.0,0,4,2,0,4,0,2,1330,6,0,122,1452,1,0,1,3,1476,1237,0,2713,1,0,2,1,3,1,0,11,6,1,2,1,2008.0,0,3,858,5,5,2,126,66,0,0,0,0,3,4,1,0,11,2008,6,5,24417,4165,0,0,3.5,66
50,4,52.0,6240,1,1,3,3,0,4,0,3,2,2,0,0,6,6,1931,1950,1,1,13,14,2,0.0,3,4,0,4,0,3,3,425,6,0,459,884,1,4,1,0,959,408,0,1367,0,0,1,0,3,1,3,6,6,1,2,5,1978.0,3,1,560,5,5,2,0,0,0,0,120,0,3,4,1,0,11,2007,8,4,8202,2251,76,57,1.0,120
70,4,50.0,2500,1,2,3,3,0,0,0,17,2,2,0,5,7,8,1915,2005,1,1,11,12,2,0.0,2,4,2,4,4,3,0,299,6,0,611,910,1,0,1,3,916,910,0,1826,1,0,1,1,4,1,0,7,3,1,2,1,1915.0,3,1,164,1,1,2,0,0,0,0,0,0,3,4,1,0,6,2009,8,4,12782,2736,94,4,2.5,0
20,3,105.0,11249,1,1,1,3,0,4,0,5,2,2,0,2,6,5,1995,1995,1,1,12,13,2,0.0,2,2,2,2,1,3,0,334,1,544,322,1200,1,0,1,3,1200,0,0,1200,1,0,2,0,3,1,2,6,6,0,3,1,1995.0,2,2,521,5,5,2,0,26,0,0,0,0,3,4,1,0,8,2007,8,4,7200,2400,12,12,3.0,26
50,4,60.0,12358,1,1,0,3,0,4,0,17,1,2,0,0,5,6,1941,1950,1,1,8,8,2,0.0,3,4,1,4,4,3,5,360,6,0,360,720,1,4,1,3,854,0,528,1382,0,0,1,1,2,1,3,7,6,0,3,5,1991.0,3,2,660,5,5,2,237,0,0,0,0,0,3,4,1,0,5,2007,8,4,6910,1574,66,57,1.5,0
60,3,51.0,8029,1,1,0,3,0,4,0,8,2,2,0,5,6,5,2005,2005,1,1,12,13,2,0.0,3,4,2,2,4,3,6,0,6,0,728,728,1,0,1,3,728,728,0,1456,0,0,2,1,3,1,2,8,6,0,3,1,2005.0,0,2,400,5,5,2,100,24,0,0,0,0,3,4,1,0,7,2008,8,4,8736,2184,3,3,2.5,24
60,3,52.0,46589,1,1,1,3,0,1,0,15,2,2,0,5,8,7,1994,2005,3,1,12,13,1,528.0,2,4,2,2,1,3,2,1361,5,180,88,1629,1,0,1,3,1686,762,0,2448,1,0,2,1,4,1,2,8,6,1,5,1,1994.0,2,3,711,5,5,2,517,76,0,0,0,0,3,4,1,0,7,2009,8,4,19584,4077,15,4,3.5,76
70,2,55.0,8525,1,1,3,0,0,4,0,18,2,2,0,5,5,6,1911,1950,1,1,8,8,2,0.0,3,4,2,4,4,0,6,0,6,0,940,940,1,4,0,0,1024,940,0,1964,0,0,1,1,4,1,3,7,6,0,3,6,1911.0,1,0,0,3,3,0,0,192,0,0,0,0,3,4,1,0,11,2008,8,0,9820,2904,97,58,1.5,192
20,3,75.0,8250,1,1,3,3,0,4,0,12,2,2,0,2,6,7,1964,1964,3,1,6,6,3,260.0,3,4,1,2,4,3,5,787,6,0,305,1092,1,0,1,3,1092,0,0,1092,1,0,1,0,3,1,3,6,6,0,3,1,1964.0,2,2,504,5,2,2,0,0,0,0,0,0,3,2,1,0,7,2008,8,4,6552,2184,44,44,2.0,0
20,3,80.0,9600,1,1,3,3,0,4,0,12,2,2,0,2,5,7,1950,2007,1,1,8,8,2,0.0,2,4,1,4,4,3,0,607,6,0,506,1113,1,2,1,3,1113,0,0,1113,0,0,1,0,3,1,2,5,6,1,2,1,1950.0,3,1,264,5,5,2,0,80,120,0,0,0,3,4,1,0,7,2009,8,4,5565,2226,59,2,1.0,200
20,3,70.0,10500,1,1,3,3,0,2,0,12,2,2,0,2,4,5,1971,1971,1,1,6,6,2,0.0,3,4,1,4,4,3,0,432,6,0,432,864,1,4,1,3,864,0,0,864,0,0,1,0,3,1,3,5,6,1,4,6,1971.0,1,0,0,3,3,2,0,0,0,0,0,0,3,4,1,0,4,2010,4,4,3456,1728,39,39,1.0,0
60,3,60.0,7500,1,1,3,3,0,4,0,8,2,2,0,5,7,5,1999,1999,1,1,12,13,2,0.0,3,4,2,4,4,3,6,0,6,0,994,994,1,2,1,3,1028,776,0,1804,0,0,2,1,3,1,2,7,6,1,5,1,1999.0,0,2,442,5,5,2,140,60,0,0,0,0,3,4,1,0,6,2010,8,4,12628,2798,11,11,2.5,60
90,3,100.0,25000,1,1,3,2,0,4,0,11,2,2,2,2,5,4,1967,1967,1,1,6,10,2,0.0,3,4,1,4,4,0,6,0,6,0,1632,1632,1,4,1,3,1632,0,0,1632,0,0,2,0,4,2,3,8,6,0,3,1,1967.0,3,2,576,5,5,1,0,0,0,0,0,0,3,4,1,0,6,2007,8,4,8160,3264,40,40,2.0,0
60,3,90.0,10800,1,1,3,3,0,4,0,14,2,2,0,5,6,7,1974,1997,1,1,6,6,2,0.0,3,4,1,4,4,3,0,956,5,182,384,1522,1,4,1,3,1548,1066,0,2614,0,0,2,1,4,1,3,9,6,1,5,1,1974.0,2,2,624,5,5,2,38,243,0,0,0,0,3,4,1,0,6,2008,8,4,15684,4136,34,11,2.5,243
120,3,34.0,5001,1,1,0,3,0,4,0,16,2,2,3,2,7,5,2007,2008,1,1,12,13,3,166.0,2,4,2,2,4,3,2,904,6,0,410,1314,1,0,1,3,1314,0,0,1314,1,0,2,0,2,1,2,6,6,1,2,1,2008.0,2,2,626,5,5,2,172,62,0,0,0,0,3,4,1,0,7,2009,8,4,9198,2628,2,1,3.0,62
60,3,107.0,10186,1,1,0,3,0,4,0,15,2,2,0,5,7,5,1992,1992,1,1,6,6,2,0.0,2,4,2,2,4,3,2,674,6,0,76,750,1,0,1,3,1061,862,0,1923,1,0,2,1,3,1,2,8,6,1,5,1,1992.0,2,2,564,5,5,2,240,39,0,0,0,0,3,4,1,0,6,2010,8,4,13461,2673,18,18,3.5,39
20,3,70.0,8400,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2004,2005,1,1,12,13,1,109.0,2,4,2,2,4,0,2,712,6,0,761,1473,1,0,1,3,1484,0,0,1484,1,0,2,0,3,1,2,7,6,0,3,1,2004.0,2,2,606,5,5,2,0,35,0,144,0,0,3,4,1,0,5,2010,8,4,10388,2957,6,5,3.0,179
30,3,50.0,5330,1,1,3,1,0,4,0,3,2,2,0,2,4,7,1940,1950,3,1,12,13,2,0.0,1,4,1,4,4,3,3,280,6,0,140,420,1,2,1,3,708,0,0,708,0,0,1,0,2,1,1,5,6,0,3,6,1940.0,1,0,0,3,3,2,164,0,0,0,0,0,3,4,1,0,12,2009,8,4,2832,1128,69,59,1.0,0
20,3,76.0,9591,1,1,3,3,0,4,0,16,2,2,0,2,8,5,2004,2005,3,1,12,13,1,262.0,2,4,2,0,4,0,2,1088,6,0,625,1713,1,0,1,3,1713,0,0,1713,1,0,2,0,3,1,0,7,6,1,2,1,2004.0,0,3,856,5,5,2,0,26,0,0,170,0,3,4,1,0,1,2009,8,4,13704,3426,5,4,3.0,196
20,3,70.0,7931,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1960,1960,1,1,3,14,2,0.0,3,4,1,4,4,3,1,374,3,532,363,1269,1,4,1,0,1269,0,0,1269,0,0,1,1,3,1,3,6,6,1,1,5,1964.0,3,1,308,5,5,2,0,0,0,0,0,0,3,4,1,0,6,2008,8,4,6345,2538,48,48,1.5,0
20,3,49.0,20896,1,1,1,3,0,1,0,21,6,2,0,2,8,5,2005,2006,1,1,12,13,2,0.0,2,4,2,0,4,2,2,1721,6,0,356,2077,1,0,1,3,2097,0,0,2097,1,0,1,1,1,1,0,8,6,1,0,1,2005.0,0,3,1134,5,5,2,192,267,0,0,0,0,3,4,1,0,1,2006,6,5,16776,4174,1,0,2.5,267
20,3,120.0,9560,1,1,0,3,0,0,0,5,2,2,0,2,5,7,1972,1972,3,1,8,8,2,0.0,3,2,1,4,4,2,5,360,6,0,504,864,1,0,1,3,864,0,0,864,0,0,1,0,3,1,3,5,6,0,3,1,1972.0,2,1,288,5,5,2,0,0,0,0,0,0,3,4,1,0,6,2006,8,4,4320,1728,34,34,1.0,0
60,3,96.0,11308,1,1,0,3,0,4,0,16,2,2,0,5,9,5,2008,2008,1,1,12,13,3,154.0,0,4,2,0,4,0,2,936,6,0,168,1104,1,0,1,3,1130,1054,0,2184,1,0,2,1,3,1,0,10,6,1,2,1,2008.0,0,3,836,5,5,2,0,102,0,0,0,0,3,4,1,0,7,2009,8,4,19656,3288,1,1,3.5,102
20,3,89.0,12461,1,1,3,3,0,0,0,15,2,2,0,2,8,5,1994,1995,1,1,7,7,2,0.0,2,4,2,2,4,3,2,1456,6,0,168,1624,1,0,1,3,1624,0,0,1624,1,0,2,0,2,1,2,5,6,1,1,1,1994.0,2,3,757,5,5,2,0,114,192,0,0,0,3,0,1,0,7,2006,8,4,12992,3248,12,11,3.0,306
20,3,70.0,11200,1,1,3,3,0,4,0,19,2,2,0,2,5,5,1965,1965,3,1,6,6,2,0.0,3,4,1,4,4,3,5,906,6,0,134,1040,1,0,1,3,1040,0,0,1040,1,0,1,0,3,1,3,5,6,0,3,5,1965.0,3,1,384,5,5,2,0,0,0,0,0,0,3,4,1,0,2,2008,8,4,5200,2080,43,43,2.0,0
60,3,65.0,9505,1,1,0,3,0,1,0,8,2,2,0,5,7,5,2001,2001,1,1,12,13,1,180.0,2,4,2,2,4,3,6,0,6,0,884,884,1,0,1,3,884,1151,0,2035,0,0,2,1,3,1,2,8,6,1,2,3,2001.0,0,2,434,5,5,2,144,48,0,0,0,0,3,4,1,0,5,2010,8,4,14245,2919,9,9,2.5,48
120,3,30.0,9549,1,1,0,3,0,1,0,24,2,2,4,2,8,5,1995,1996,3,1,3,3,2,0.0,2,2,2,2,1,0,3,437,2,1057,0,1494,1,0,1,3,1494,0,0,1494,1,0,1,1,2,1,0,6,6,1,2,1,1995.0,0,2,481,5,5,2,0,30,0,0,216,0,3,4,1,0,4,2006,8,4,11952,2988,11,10,2.5,246
120,3,34.0,5063,1,1,3,3,0,4,0,16,2,2,3,2,7,5,2007,2008,1,1,12,13,3,166.0,2,4,2,2,4,3,2,904,6,0,410,1314,1,0,1,3,1314,0,0,1314,1,0,2,0,2,1,2,6,6,1,2,1,2008.0,2,2,626,5,5,2,172,62,0,0,0,0,3,4,1,0,4,2009,5,4,9198,2628,2,1,3.0,62
60,3,90.0,11700,1,1,3,3,0,4,0,14,2,2,0,5,6,6,1968,1968,4,1,6,1,1,365.0,2,4,1,4,4,3,0,384,5,175,143,702,1,2,1,3,1041,702,0,1743,0,1,1,2,3,1,3,7,6,1,2,1,1968.0,3,2,539,5,5,2,224,0,0,0,0,0,3,4,1,0,6,2007,8,4,10458,2445,39,39,2.5,0
60,3,103.0,13125,1,1,0,3,0,0,0,20,2,2,0,5,7,5,1991,1991,1,1,6,6,2,0.0,2,4,2,0,4,2,1,48,2,634,422,1104,1,0,1,3,912,1215,0,2127,1,0,2,1,4,1,2,8,6,1,5,1,1991.0,2,3,833,5,5,2,72,192,224,0,0,0,3,0,1,0,11,2007,8,4,14889,3231,16,16,3.5,416
190,3,55.0,5687,1,0,3,0,0,4,0,18,2,2,1,5,5,6,1912,2000,1,1,12,13,2,0.0,3,1,2,4,0,3,5,210,6,0,570,780,1,0,0,3,936,780,0,1716,1,0,2,0,6,1,1,9,6,0,3,6,1912.0,1,0,0,3,3,0,0,184,0,0,0,0,3,4,1,0,3,2008,8,4,8580,2496,96,8,3.0,184
120,3,44.0,6371,1,1,0,3,0,4,0,16,2,2,4,2,7,5,2009,2010,1,1,12,13,3,128.0,2,4,2,2,4,2,2,733,6,0,625,1358,1,0,1,3,1358,0,0,1358,1,0,2,0,2,1,2,6,6,1,2,1,2010.0,2,2,484,5,5,2,192,35,0,0,0,0,3,4,1,0,6,2010,6,5,9506,2716,1,0,3.0,35
80,3,76.0,9967,1,1,0,3,0,4,0,8,2,2,0,7,7,5,2000,2000,1,1,12,13,2,0.0,3,4,2,2,4,3,6,0,6,0,384,384,1,0,1,3,774,656,0,1430,0,0,2,1,3,1,3,8,6,1,5,3,2000.0,2,2,400,5,5,2,100,0,0,0,0,0,3,4,1,0,12,2007,8,4,10010,1814,7,7,2.5,0
20,1,62.0,7500,1,2,3,3,0,4,0,21,2,2,0,2,7,5,2004,2005,1,1,12,13,2,0.0,2,4,2,2,4,3,2,410,6,0,811,1221,1,0,1,3,1221,0,0,1221,1,0,2,0,2,1,2,6,6,0,3,1,2004.0,2,2,400,5,5,2,0,113,0,0,0,0,3,4,1,0,10,2009,8,4,8547,2442,5,4,3.0,113
60,1,75.0,9375,1,1,3,3,0,4,0,21,2,2,0,5,7,5,2003,2004,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0,6,0,912,912,1,0,1,3,912,1182,0,2094,0,0,2,1,4,1,2,8,6,1,2,3,2003.0,0,2,615,5,5,2,182,182,0,0,0,0,3,4,1,0,11,2009,8,4,14658,3006,6,5,2.5,182
20,3,60.0,8281,1,1,0,3,0,4,0,19,2,2,0,2,5,5,1965,1965,1,1,8,8,2,0.0,3,4,1,4,4,3,5,553,1,311,0,864,1,2,1,3,864,0,0,864,0,0,1,0,3,1,3,5,6,1,4,5,1965.0,3,1,360,5,5,2,0,0,236,0,0,0,3,1,1,0,12,2009,8,4,4320,1728,44,44,1.0,236
20,3,69.0,8973,1,1,3,3,0,4,0,12,2,2,0,2,5,7,1958,1991,1,1,9,10,1,85.0,3,4,1,4,4,3,5,567,1,28,413,1008,1,4,1,0,1053,0,0,1053,0,1,1,1,3,1,0,6,6,0,3,0,1998.0,2,2,750,5,5,2,0,80,0,180,0,0,3,3,1,0,7,2006,8,0,5265,2061,48,15,2.0,260
85,3,70.5,16647,1,1,0,3,0,1,0,19,5,2,0,6,5,5,1975,1981,1,1,6,6,2,0.0,3,4,1,2,4,1,0,1390,6,0,0,1390,1,4,1,3,1701,0,0,1701,1,0,2,0,3,1,3,6,3,2,5,2,1975.0,0,2,611,5,5,2,0,0,0,0,0,0,3,4,1,0,1,2007,8,4,8505,3091,32,26,3.0,0
20,3,70.0,8176,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1958,1992,1,1,13,14,2,0.0,3,4,1,4,4,3,5,846,6,0,210,1056,1,1,1,3,1056,0,0,1056,1,0,1,0,3,1,3,6,6,0,3,1,1958.0,2,1,308,5,5,2,0,0,0,0,0,0,3,4,1,0,8,2007,8,4,5280,2112,49,15,2.0,0
